genres,title,tags,id,developer,Añio,price
['Simulation'],Train Simulator: BR Class 07 Loco Add-On,"['Simulation', 'Open World', 'Sandbox', 'Realistic', 'TrackIR', 'Trains', 'Casual', 'Level Editor', 'Singleplayer', 'Driving', 'Building', 'Physics', 'Atmospheric', 'Moddable', 'Family Friendly', 'Co-op', 'City Builder', 'Adventure', 'Flight']",277749,Skyhook Games,2015,19.99
"['Indie', 'Sports']",RageBall,"['Sports', 'Indie', 'Family Friendly', 'e-sports']",660390,Hebi Studios,2017,9.99
"['Casual', 'Indie', 'Simulation', 'Strategy']",Wildlife Park - Wild Creatures,"['Strategy', 'Indie', 'Casual', 'Simulation', 'Building', 'Realistic', 'Economy', 'Family Friendly', 'Management', 'Open World', 'Sandbox']",337970,b-alive gmbh,2015,5.99
"['Racing', 'Simulation', 'Sports']",RC Plane 3 - F-53B,"['Simulation', 'Racing', 'Sports']",775881,FrozenPepper,2017,2.99
"['Adventure', 'Indie', 'RPG']",3DRPG,"['RPG', 'Adventure', 'Indie', 'Voxel']",431840,Doomster Entertainment,2016,0.99
"['Action', 'Indie']",Slain: Back from Hell,"['Action', 'Indie', 'Pixel Graphics', '2D', 'Platformer', 'Gothic', 'Great Soundtrack', 'Gore', 'Difficult', 'Singleplayer', 'Retro', 'Dark Fantasy', 'Hack and Slash', 'Metroidvania', 'Horror']",369070,Andrew Gilmour,2016,12.99
"['Adventure', 'Indie']",Grimsfield,"['Adventure', 'Indie', 'Point & Click']",447000,Adam Wells,2016,3.99
"['Casual', 'Indie']",Soko Match,"['Indie', 'Casual', 'Puzzle', 'Sokoban']",518320,Antarsoft,2016,0.99
"['Indie', 'Simulation']",Euro Truck Simulator 2 - DAF Tuning Pack,"['Simulation', 'Indie']",461249,SCS Software,2017,3.99
['Action'],Gotham City Impostors Free to Play: Starter Impostor Kit,['Action'],216466,"Monolith Productions, Inc.",2012,9.99
"['Casual', 'Simulation']",MOAI 4: Terra Incognita Collector’s Edition,"['Casual', 'Simulation']",475620,Toyman Interactive,2016,7.99
"['Adventure', 'Casual']",My Personal Angel,"['Casual', 'Adventure', 'Visual Novel']",664570,morojenoe's empire,2017,9.99
['Adventure'],My Butler,"['Adventure', 'Otome', 'Anime', 'Visual Novel']",494470,Dogenzaka Lab,2016,9.99
"['Indie', 'RPG', 'Strategy']",Dead State: Reanimated,"['Zombies', 'Survival', 'RPG', 'Turn-Based', 'Strategy', 'Singleplayer', 'Indie', 'Post-apocalyptic', 'Kickstarter', 'Turn-Based Strategy', 'Horror', 'Turn-Based Combat', 'Open World', 'Sandbox', 'Tactical', 'Simulation', 'Survival Horror', 'Isometric', 'Action', 'Base Building']",239840,DoubleBear Productions,2014,19.99
['Action'],WARRIORS ALL-STARS: William-themed costume for Lu Bu,['Action'],658298,"KOEI TECMO GAMES CO., LTD.",2017,1.99
"['Action', 'Free to Play', 'Massively Multiplayer']",Warface - Medic Tournament Pack,"['Action', 'Free to Play', 'Massively Multiplayer']",617000,Crytek,2017,34.99
"['Adventure', 'Indie']",The Great Fusion,"['Adventure', 'Indie', 'Point & Click', 'Comedy']",341690,Loading Home,2015,2.99
"['Action', 'Adventure', 'Indie', 'Simulation']",SCS deORBIT,"['Action', 'Adventure', 'Indie', 'Simulation']",337700,Zero Dollarz,2015,0.99
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Chess Ultra: Pantheon game pack,"['Strategy', 'Indie', 'Casual', 'Simulation', 'Sports']",638010,Ripstone,2017,5.99
['RPG'],Tales of Zestiria - Adventure Items,['RPG'],382462,BANDAI NAMCO Studio Inc.,2015,19.99
"['Free to Play', 'Indie', 'Simulation', 'Early Access']",MachineCraft,"['Early Access', 'Free to Play', 'Building', 'Multiplayer', 'Sandbox', 'Simulation', 'Indie', 'Robots', 'Action']",397100,G2CREW,2016,0.0
"['Adventure', 'Casual']",Night Mysteries: The Amphora Prisoner,"['Casual', 'Adventure', 'Hidden Object']",348870,Anvate Games,2015,2.99
"['Audio Production', 'Utilities']",Audials Tunebite 12 - Upgrade to Platinum,"['Utilities', 'Audio Production']",393710,Audials AG,2015,14.99
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Plastiland,"['Indie', 'Casual', 'Adventure', 'Puzzle', 'Singleplayer', 'Puzzle-Platformer', 'Atmospheric', 'Platformer', 'Side Scroller', 'Cartoony', 'Family Friendly', 'Funny', 'Action', 'Comedy', 'Cartoon', 'Hand-drawn', 'Strategy', 'Animation & Modeling', '3D Platformer', 'Action-Adventure']",421880,"FreshGem,Zillion Whales",2015,7.99
"['Action', 'Casual', 'Free to Play', 'Indie']",PHAT PHROG,"['Free to Play', 'Indie', 'Casual', 'Action']",545570,ColloseusX,2016,0.0
"['Adventure', 'Indie', 'RPG', 'Strategy']",Divinity: Original Sin - Enhanced Edition,"['RPG', 'Turn-Based', 'Co-op', 'Adventure', 'Strategy', 'Fantasy', 'Party-Based RPG', 'Open World', 'Turn-Based Combat', 'Local Co-Op', 'Story Rich', 'Isometric', 'Singleplayer', 'CRPG', 'Character Customization', 'Indie', 'Split Screen', 'Great Soundtrack', 'Multiplayer', 'Turn-Based Strategy']",373420,Larian Studios,2015,39.99
"['Casual', 'Indie']",Crab Cakes Rescue,"['Indie', 'Casual']",328680,Mission Critical Studios,2014,6.99
['Indie'],Pixeloids,['Indie'],499390,Kelint,2016,3.99
"['Adventure', 'Casual', 'Indie']",Panda Love,"['Adventure', 'Indie', 'Casual']",659250,cada,2017,0.99
"['Racing', 'Simulation', 'Sports']",Project CARS - Aston Martin Track Expansion,"['Simulation', 'Racing', 'Sports']",334781,Slightly Mad Studios,2015,5.49
['Action'],Heroes of The West,"['Action', 'World War II', 'FPS', 'Multiplayer', 'Mod', 'Free to Play', 'Realistic', 'First-Person']",440090,"Tripwire Interactive,Kernow Interactive",2016,0.0
['RPG'],The Legend of Heroes: Trails in the Sky the 3rd,"['RPG', 'JRPG', 'Great Soundtrack', 'Story Rich', 'Anime', 'Turn-Based', 'Singleplayer', 'Fantasy']",436670,Nihon Falcom,2017,29.99
"['Indie', 'Strategy']",Music Pack - Music for Code EP,"['Strategy', 'Indie']",437930,Mode 7,2016,3.99
['Adventure'],Lost Horizon,"['Adventure', 'Point & Click']",40350,Animation Arts,2010,9.99
"['Action', 'Adventure', 'Indie']",TY the Tasmanian Tiger 4,"['Adventure', 'Action', 'Indie', 'Platformer', '2D', 'Singleplayer']",287840,Krome Studios,2015,5.99
"['Casual', 'Indie', 'Simulation']",Cat President ~A More Purrfect Union~,"['Indie', 'Casual', 'Simulation', 'Visual Novel', 'Politics', 'Memes', 'Parody', 'Political', 'Funny', 'Psychological Horror']",474980,"Oh, a Rock! Studios",2016,8.99
['Strategy'],Europa Universalis III: Divine Wind,['Strategy'],25808,Paradox Development Studio,2011,9.99
['Adventure'],ToeJam &amp; Earl,"['Adventure', 'Classic', 'Great Soundtrack', 'Local Co-Op', 'Rogue-like', 'Comedy', '2D']",71166,SEGA,2011,4.99
"['Casual', 'Indie']",CRACKHEAD,"['Indie', 'Casual', 'Action', 'Colorful', 'Great Soundtrack', 'Funny', 'Isometric']",554530,Kev Jackson,2016,0.99
"['Racing', 'Simulation', 'Sports']",Valentino Rossi The Game Compact,"['Simulation', 'Racing', 'Sports']",505120,Milestone S.r.l.,2017,9.99
"['Action', 'Simulation', 'Strategy']",Arma 3 Tac-Ops Mission Pack,"['Action', 'Simulation', 'Violent', 'Strategy']",744950,Bohemia Interactive,2017,5.99
['RPG'],The Legend of Heroes: Trails in the Sky,"['JRPG', 'Anime', 'RPG', 'Story Rich', 'Great Soundtrack', 'Turn-Based', 'Female Protagonist', 'Fantasy', 'Adventure', 'Turn-Based Strategy', 'Singleplayer', 'Classic', 'Tactical RPG', 'Strategy', 'Turn-Based Combat', 'Action']",251150,Nihon Falcom,2014,19.99
"['Action', 'Adventure']",Just Cause 2: Bull's Eye Assault Rifle,"['Adventure', 'Action']",35080,Avalanche Studios,2010,0.99
"['Casual', 'Simulation']",Rocksmith - Guitars and Basses - Time Saver Pack,"['Casual', 'Simulation']",206171,Ubisoft - San Francisco,2012,2.99
"['Casual', 'Indie']",Dragon Hunter,"['Indie', 'Casual']",759500,For Kids,2017,1.99
"['Action', 'Casual', 'Free to Play']",Wonky Ship - Shipwright,"['Action', 'Free to Play', 'Casual']",756120,Kiz Studios,2017,24.99
"['Action', 'Adventure']",Just Cause 2: Agency Hovercraft,"['Action', 'Adventure']",35090,Avalanche Studios,2010,0.99
"['Action', 'Free to Play', 'Indie', 'Early Access']",Wild Warfare,"['Early Access', 'Free to Play', 'Action', 'Multiplayer', 'FPS', 'Indie', 'Shooter', 'First-Person', 'Massively Multiplayer']",312150,Hyper Hippo Games,2014,2.99
['Simulation'],FSX: Steam Edition - Globe Swift GC1-A Add-On,['Simulation'],379543,Aeroplane Heaven,2016,19.99
"['Action', 'Indie', 'Strategy']",Spoids,"['Indie', 'Strategy', 'Action', 'Tower Defense']",589640,AirWave Games,2017,1.99
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Kiona (Character for Occult preRaise),"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",741284,Arcane Raise,2017,2.99
"['Action', 'Adventure', 'Indie', 'Racing']",Trigger Runners Remastered Soundtrack,"['Action', 'Adventure', 'Indie', 'Racing']",450890,EfrenStudios,2016,1.99
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Swiss Paint Jobs Pack,"['Simulation', 'Indie']",461246,SCS Software,2016,0.99
"['Indie', 'Simulation']",aerofly RC 7,"['Simulation', 'Indie', 'Flight']",322930,IPACS,2014,39.99
['Simulation'],Train Simulator: Falmouth Branch Route Add-On,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR', 'Co-op']",24096,Dovetail Games,2010,12.99
"['Action', 'Strategy', 'RPG', 'Indie']",Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,"['Strategy', 'Action', 'RPG', 'Indie']",204383,Trendy Entertainment,2012,3.99
"['Action', 'Adventure']",METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Naked Snake),"['Action', 'Adventure']",406540,Konami Digital Entertainment,2015,0.99
"['Action', 'Adventure', 'Indie']",Absoloot,"['Indie', 'Action', 'Adventure', 'Multiplayer', '2D']",555700,Latinas Tomatos,2017,3.99
['Simulation'],TS Marketplace: Bulleid Coach Pack 01 Add-On,['Simulation'],295208,Matrix Trains,2017,4.99
['Action'],Aliens: Colonial Marines - Reconnaissance Pack,['Action'],219441,Gearbox Software,2013,29.99
"['Action', 'Adventure', 'Casual']",sWORD MASTER,"['Action', 'Adventure', 'Casual', 'Spelling', 'Typing']",698980,Studio 1983,2017,2.99
"['Action', 'Indie', 'Early Access']",Cosmic Trail,"['Early Access', 'Action', 'Indie', '3D Platformer']",727970,"Royal9Games,RoyalJL",2017,4.99
['Racing'],FlatOut 4: Total Insanity,"['Racing', 'Multiplayer', 'Action', 'Destruction', 'Arcade', 'Singleplayer']",402130,Kylotonn,2017,29.99
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",GRANADO ESPADA,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Action', 'Strategy', 'Great Soundtrack', 'Anime', 'Adventure', 'MMORPG', 'Nudity']",319730,"HANBITSOFT, INC.,IMC GAMES CO.,LTD.",2007,0.0
['Casual'],Guardians of Victoria,"['Casual', 'Fantasy', 'Indie', 'Steampunk', 'Adventure', 'Runner', 'Platformer']",385080,Tall Story Studios,2016,1.99
"['Casual', 'Indie']",Flat Path,"['Indie', 'Casual', 'Puzzle']",512740,GooDCrafter,2016,0.99
"['Adventure', 'Casual']",Putt-Putt® and Pep's Balloon-o-Rama,"['Casual', 'Adventure', 'Family Friendly', 'Point & Click']",284000,Humongous Entertainment,1996,4.99
"['Action', 'Adventure', 'Indie']",MagiCat Original Soundtrack,"['Action', 'Adventure', 'Indie']",658900,Kucing Rembes,2018,1.99
"['Action', 'Adventure', 'Casual', 'Indie']",Bloody Trapland 2: Curiosity - Soundtrack,"['Adventure', 'Action', 'Indie', 'Casual']",610270,"2Play,Fredrik Häthén Music",2017,9.99
"['Casual', 'Indie']",YOU DON'T KNOW JACK MOVIES,"['Casual', 'Indie', 'Comedy']",260000,"Jackbox Games, Inc.",1997,2.99
"['Adventure', 'Simulation']",Sid Meier's Colonization (Classic),"['Simulation', 'Adventure', 'Turn-Based Strategy', 'Classic', 'Strategy', 'Retro', '4X', 'Pixel Graphics']",327400,"MicroProse Software, Inc",1994,6.99
"['Action', 'Adventure', 'Indie']",Pankapu - Episode 2,"['Action', 'Adventure', 'Indie']",522750,Too Kind Studio,2017,6.99
"['Action', 'Indie', 'Early Access']",The TakeOver,"['Early Access', 'Action', 'Indie', ""Beat 'em up"", 'Arcade', 'Fighting', ""1990's""]",418620,Pelikan13,2016,12.99
"['Action', 'Indie']",Knight of the Hamsters,"['Action', 'Indie']",328650,Johnny Death Games,2015,0.99
"['Action', 'RPG']",Magicka: Nippon,"['Action', 'RPG']",73031,Arrowhead Game Studios,2011,0.99
"['Action', 'RPG', 'Simulation']",State of Decay: YOSE,"['Zombies', 'Survival', 'Open World', 'Base Building', 'Action', 'Singleplayer', 'Post-apocalyptic', 'RPG', 'Simulation', 'Third Person', 'Sandbox', 'Survival Horror', 'Atmospheric', 'Gore', 'Adventure', 'Crafting', 'Perma Death', 'Multiplayer', 'Great Soundtrack', 'FPS']",329430,Undead Labs,2015,29.99
"['Adventure', 'Free to Play', 'Indie', 'RPG']",Epic Battle Fantasy 3 - Soundtrack,"['Free to Play', 'RPG', 'Adventure', 'Indie']",523690,Phyrnna,2016,0.0
"['RPG', 'Strategy']",InfinitasDM,"['Strategy', 'RPG', 'Software']",555180,"Atom Switch, Inc.",2016,9.99
['Action'],Spark the Electric Jester,"['Action', 'Platformer', '2D', 'Great Soundtrack', 'Pixel Graphics', 'Singleplayer', 'Indie', 'Fast-Paced', 'Retro', 'Adventure']",601810,Feperd Games,2017,14.99
['Strategy'],Kohan: Immortal Sovereigns,"['Strategy', 'RTS', 'Fantasy']",97110,TimeGate Studios,2001,9.99
['Action'],THE KING OF FIGHTERS XIII STEAM EDITION,"['Fighting', '2D Fighter', 'Arcade', 'Action', 'Anime', 'Competitive', 'Local Multiplayer', 'Multiplayer', '2D', 'Great Soundtrack', ""Beat 'em up"", 'Controller', 'Singleplayer', 'Classic']",222940,SNK CORPORATION,2013,19.99
"['Adventure', 'Casual', 'Indie']",Tentacult!,"['Adventure', 'Indie', 'Casual']",489440,Salty Sloth Studios L.L.C.,2016,3.99
['Strategy'],Deadlock II: Shrine Wars,['Strategy'],328450,"Cyberlore Studios, Inc.,Accolade",1998,6.99
['Action'],Gotham City Impostors Free to Play: Steampunk Costume,['Action'],216447,"Monolith Productions, Inc.",2012,6.99
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,"['Stealth', 'Action', 'Third Person', 'Co-op', 'Classic', 'Great Soundtrack', 'Atmospheric', 'Singleplayer', 'Multiplayer', 'Tactical', 'Shooter', 'Story Rich', 'Third-Person Shooter', 'Adventure']",13570,Ubisoft Montreal,2005,9.99
"['Action', 'Adventure']",Lost Planet® 2,"['Action', 'Co-op', 'Mechs', 'Third-Person Shooter', 'Adventure', 'Sci-fi', 'Cult Classic', 'Multiplayer', 'Online Co-Op', 'Shooter', 'Third Person', 'Character Customization', 'Singleplayer', 'Aliens']",45750,"CAPCOM CO., LTD.",2010,19.99
['Simulation'],FSX Steam Edition: McDonnell Douglas A-4 Skyhawk™ Add-On,['Simulation'],491492,Virtavia,2016,12.99
"['Adventure', 'Indie', 'RPG']",Chosen 2,"['Sexual Content', 'Anime', 'Adventure', 'Indie', 'RPG', 'RPGMaker', 'Nudity']",569970,Little Big Lee,2017,4.99
"['Action', 'Indie', 'Strategy']",SoTo,"['Action', 'Indie', 'Strategy']",717960,Onuralp Kanatsız,2017,6.99
"['Casual', 'Indie']",Deadlands Noir - That Old Time Religion,"['Indie', 'Casual', 'Visual Novel', 'Choose Your Own Adventure', 'Noir', 'Story Rich', 'Great Soundtrack', 'Soundtrack', 'Atmospheric', 'Singleplayer', 'Zombies', 'Demons', 'Werewolves']",383670,"SmiteWorks USA, LLC",2015,0.99
"['Adventure', 'Indie']",The Path,"['Walking Simulator', 'Indie', 'Adventure', 'Exploration', 'Horror', 'Female Protagonist', 'Surreal', 'Experimental', 'Singleplayer', 'Atmospheric', 'Gothic', 'Dark', 'Story Rich', 'Third Person', 'Great Soundtrack', 'Experience', 'Short', 'Psychological Horror']",27000,Tale of Tales,2009,9.99
"['Action', 'Casual', 'Indie']",Abyssal Fall,"['Action', 'Indie', 'Casual']",694150,Blazing Stick,2017,7.99
['Strategy'],Civilization VI - Nubia Civilization &amp; Scenario Pack,['Strategy'],645400,"Firaxis,Aspyr (Mac, Linux)",2017,4.99
"['RPG', 'Early Access']",Starwalker,"['Early Access', 'RPG']",339820,MP Game Studios,2018,1.99
"['Indie', 'RPG', 'Simulation', 'Strategy']",Star Nomad 2,"['Space', 'Strategy', 'RPG', 'Indie', 'Simulation', 'Sci-fi', 'Open World', 'Sandbox', 'Rogue-lite', 'Cyberpunk', '2D']",414950,Huy Phan,2015,12.99
"['Action', 'Indie']",Delay,"['Action', 'Indie']",652910,Matt Frank,2017,1.99
"['Action', 'Indie']",SUPERHOT,"['FPS', 'Action', 'Bullet Time', 'First-Person', 'Time Manipulation', 'Singleplayer', 'Indie', 'Puzzle', 'Shooter', 'Strategy', 'Minimalist', 'Short', 'Tactical', 'Difficult', 'Bullet Hell', 'VR', 'Cyberpunk', 'Kickstarter', 'Funny', 'Multiplayer']",322500,SUPERHOT Team,2016,24.99
"['Simulation', 'Strategy', 'Early Access']",Automation - The Car Company Tycoon Game,"['Early Access', 'Simulation', 'Management', 'Building', 'Strategy', 'Sandbox']",293760,Camshaft Software,2015,29.99
['Simulation'],OMSI 2 Add-on City Bus O305,['Simulation'],271390,"MR-Software GbR,Rolf Westphalen",2014,19.99
['Strategy'],Guardians of Graxia: Elves &amp; Dwarves,['Strategy'],90504,Petroglyph,2011,2.99
['Action'],Kung Fu Panda: Rhino Armor Li and Jombie Master Bear,['Action'],413813,Vicious Cycle Software,2016,0.99
"['Free to Play', 'Massively Multiplayer', 'RPG']",TOS - New Rank Booster for EU Servers,"['Free to Play', 'RPG', 'Massively Multiplayer']",768701,"IMCGAMES Co.,Ltd.",2017,49.99
"['Action', 'Indie']",Super Helmets on Fire DX Ultra Edition Plus Alpha,"['Action', 'Indie', 'Platformer', 'Difficult', 'Pixel Graphics', 'Arcade', 'Retro']",429200,Ripper Games,2016,0.99
['Action'],ESCHATOS Original Soundtrack (Steam Edition),['Action'],396910,Qute,2015,4.99
"['Action', 'Indie']",AF-ZERO,"['Action', 'Indie', 'Top-Down Shooter', 'Bullet Hell', 'Arcade']",744280,Recompile,2017,0.99
['Action'],USFIV: Classic Vacation Pack,['Action'],308264,Capcom,2014,3.99
"['Adventure', 'Indie']",Casino Noir,"['Adventure', 'Indie', 'Noir']",586470,Paper Pirates,2017,4.99
"['Adventure', 'Casual', 'Indie']",imprint-X,"['Indie', 'Casual', 'Adventure', 'Puzzle', 'Sci-fi', 'Robots', 'Dark', 'Cute', 'Space', 'Exploration', 'Atmospheric', 'Singleplayer', 'Surreal', 'Relaxing', 'Survival', 'Colorful', 'Great Soundtrack', 'Mystery']",434310,Morgondag,2017,4.99
"['Action', 'Casual', 'Indie', 'Strategy']",Toast Time,"['Indie', 'Casual', 'Action', 'Strategy', '2D', 'Pixel Graphics']",316660,Force Of Habit,2014,4.99
"['Action', 'Casual', 'Indie', 'Racing']",Demon Truck,"['Action', 'Indie', 'Casual', 'Racing', ""Shoot 'Em Up"", 'Runner', 'Fast-Paced']",489760,Triger Mountain,2016,4.99
['Strategy'],Total War: SHOGUN 2 – Otomo Clan Pack DLC,['Strategy'],223180,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2012,4.99
"['Adventure', 'Indie']",The Art of Nevermind (Nevermind Art Book),"['Adventure', 'Indie']",738850,Flying Mollusk,2017,2.99
"['Action', 'Indie']",Lightrise™,"['Action', 'Indie', 'FPS', 'Magic', 'Shooter', 'First-Person']",382250,Bulkhead Studios Corporation,2015,0.99
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",DEVIL GUNS - DEMON BULLET HELL ARENA,"['Early Access', 'Action', 'Casual', 'Indie', 'Adventure', 'Horror', 'Singleplayer', 'First-Person', 'Arena Shooter', 'Cartoon', 'Atmospheric', 'Gore', 'Survival', 'Violent', 'Zombies', 'Colorful', 'Shooter', 'Illuminati', 'Difficult', 'Arcade']",700780,DRUNKEN APES,2017,3.99
['Action'],GGXrd Extra Color Palettes - MILLIA RAGE,['Action'],419943,Arc System Works,2015,0.99
['Simulation'],FSX Steam Edition: View &amp; Slew Add-On,['Simulation'],643683,FS FlightControl,2017,9.99
['Strategy'],Aoki Ookami to Shiroki Mejika / 蒼き狼と白き牝鹿,['Strategy'],545000,"KOEI TECMO GAMES CO., LTD.",2016,12.99
"['Action', 'RPG']",Borderlands 2: Psycho Madness Pack,"['RPG', 'Action']",224163,Gearbox Software,2013,0.99
"['Casual', 'Indie']",Pixel War,"['Indie', 'Casual']",697700,Alexey Kargin,2017,0.99
['Action'],Izanami's Dream Battle,"['Action', 'Bullet Hell', 'Anime', 'Family Friendly', 'Female Protagonist', 'Indie', 'Casual', 'Fast-Paced', 'Controller', 'Cute']",547730,Studio JAW,2016,2.99
"['Indie', 'Simulation']",Happy New Year Clicker,"['Indie', 'Simulation']",760560,CSM,2017,0.99
"['Casual', 'Indie']",Tricky Towers,"['Indie', 'Local Multiplayer', 'Multiplayer', '4 Player Local', 'Casual', 'Physics', 'Puzzle', '2D', 'Singleplayer']",437920,WeirdBeard,2016,14.99
"['Casual', 'Indie']",Robot Pirates,"['Indie', 'Casual', 'Platformer', 'Robots', 'Pirates', '2D', 'Family Friendly', 'Runner']",645780,Tydecon Games,2017,1.99
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Desserts,"['Strategy', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",591509,DL Softworks,2017,6.99
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",Glory Kingdom,"['Early Access', 'Strategy', 'Indie', 'Casual', 'Action', 'Adventure', 'Tower Defense']",435050,Matthew Robinson,2016,4.99
